Course Id,Course-Title,Is Paid,Level,Published Date,Subject,URL1,CONTENT DURATION in HR's,Num Lectures,Price,Reviews,Students,Year,Revenue_Estimate,Review_Ratio
506568,Create A Business From Home Trading Stocks Today In 2017,Paid,All Levels,2015-05-26,Business Finance,https://www.udemy.com/work-from-home-buying-penny-stocks/,2.0,16,75,83,10149,2015,761175,0.008178145630111341
1020760,Introduction to Accounting : Mastering Financial Statements,Paid,Beginner Level,2016-05-12,Business Finance,https://www.udemy.com/introduction-to-accounting-mastering-financial-statements/,1.0,23,50,38,1916,2016,95800,0.019832985386221295
859742,The Complete Ethereum Course: Get .01 Ether In Your Wallet,Paid,All Levels,2016-05-30,Business Finance,https://www.udemy.com/ethereum/,2.0,40,45,333,2507,2016,112815,0.13282808137215796
383414,Beginner to Pro in PowerPoint: Complete PowerPoint Training,Paid,All Levels,2015-01-31,Business Finance,https://www.udemy.com/powerpoint-master-class-for-business-and-finance-graduates/,5.0,50,150,518,5786,2015,867900,0.08952644313861044
353044,Investing 101: The Complete Online Investing Course,Paid,All Levels,2014-11-28,Business Finance,https://www.udemy.com/online-investing-guide/,4.5,42,200,373,5334,2014,1066800,0.06992875890513686
447362,Create Your Own Hedge Fund: Trade Stocks Like A Fund Manager,Paid,Intermediate Level,2015-12-04,Business Finance,https://www.udemy.com/create-your-own-hedge-fund-double-your-money-every-year/,2.0,25,175,237,4005,2015,700875,0.05917602996254682
831066,Learn MQL5: Build an 8-Currency Hedging Robot (MetaTrader 5),Paid,All Levels,2016-04-26,Business Finance,https://www.udemy.com/learn-mql5/,4.5,81,150,103,2877,2016,431550,0.035801181786583244
1266306,Forex Trading: Your Complete Guide to Get Started Like a Pro,Paid,Beginner Level,2017-06-27,Business Finance,https://www.udemy.com/forex-trading-your-complete-guide-to-get-started-like-a-pro/,3.0,37,140,25,1026,2017,143640,0.024366471734892786
1170894,Python Algo Stock Trading: Automate Your Trading!,Paid,Beginner Level,2017-05-28,Business Finance,https://www.udemy.com/algorithmic-stock-trading-bootcamp-automate-your-trading/,2.5,41,95,21,1165,2017,110675,0.018025751072961373
948974,THE Forex Robot: Incredible ROI (Robot Included),Paid,All Levels,2016-04-10,Business Finance,https://www.udemy.com/the-forex-robot-1000-annual-profit-robot-included/,1.5,35,200,171,1843,2016,368600,0.09278350515463918
380970,The Complete Bitcoin Course: Get .001 Bitcoin In Your Wallet,Paid,All Levels,2015-08-01,Business Finance,https://www.udemy.com/bitcoin-for-beginners/,6.5,80,45,449,8797,2015,395865,0.0510401273161305
1217778,Mastering High Probability Iron Condor Options Trading,Paid,All Levels,2017-05-31,Business Finance,https://www.udemy.com/mastering-high-probability-iron-condor-options-trading/,2.0,22,200,11,1030,2017,206000,0.010679611650485437
1246208,The Complete Short Course on Ethereum,Paid,All Levels,2017-11-06,Business Finance,https://www.udemy.com/ethereum1/,1.5,28,200,12,1041,2017,208200,0.011527377521613832
434774,Options Trading Stocks: Proven Toolbox For Financial Success,Paid,Intermediate Level,2015-05-19,Business Finance,https://www.udemy.com/trading-stock-options-ii-simplified-strategies-for-success/,10.0,68,195,118,7884,2015,1537380,0.014967021816336884
308690,Forex Trading A-Zâ„¢ - With LIVE Examples of Forex Trading,Paid,Beginner Level,2014-12-12,Business Finance,https://www.udemy.com/forex-trading/,5.5,52,195,2476,16900,2014,3295500,0.14650887573964497
888716,"Introduction to Finance, Accounting, Modeling and Valuation",Paid,All Levels,2016-06-27,Business Finance,https://www.udemy.com/introduction-to-accounting-finance-modeling-valuation-by-chris-haroun/,4.5,61,200,1118,11441,2016,2288200,0.09771873088016782
321410,Beginner to Pro in Excel: Financial Modeling and Valuation,Paid,All Levels,2014-11-25,Business Finance,https://www.udemy.com/beginner-to-pro-in-excel-financial-modeling-and-valuation/,7.5,138,195,2697,22257,2014,4340115,0.12117536056072246
965832,The Complete Investment Banking Course 2017,Paid,All Levels,2016-10-10,Business Finance,https://www.udemy.com/the-complete-investment-banking-course-2016/,5.5,110,195,809,8575,2016,1672125,0.09434402332361516
648826,The Complete Financial Analyst Course 2017,Paid,All Levels,2016-01-20,Business Finance,https://www.udemy.com/the-complete-financial-analyst-course/,10.0,174,195,2347,24481,2016,4773795,0.09587026673746987
1035472,Python for Finance: Investment Fundamentals & Data Analytics,Paid,All Levels,2017-03-30,Business Finance,https://www.udemy.com/python-for-finance-investment-fundamentals-data-analytics/,6.5,103,195,278,3811,2017,743145,0.0729467331409079
1154754,Financial Modeling for Startups & Small Businesses,Paid,Beginner Level,2017-03-29,Business Finance,https://www.udemy.com/financial-modeling-for-startups-small-businesses/,11.5,79,195,137,4991,2017,973245,0.027449408936084954
627540,Options Trading - How to Win with Weekly Options,Paid,Intermediate Level,2015-10-22,Business Finance,https://www.udemy.com/work-from-home-setup-your-own-options-trading-business/,1.0,25,115,1190,7489,2015,861235,0.15889971958873014
301442,Black Algo Trading: Build Your Trading Robot,Paid,All Levels,2014-10-27,Business Finance,https://www.udemy.com/build-your-trading-robot/,16.0,227,200,1113,20195,2014,4039000,0.05511265164644714
640100,Accounting & Financial Statement Analysis: Complete Training,Paid,All Levels,2015-10-21,Business Finance,https://www.udemy.com/accounting-fsa-a-solid-foundation-for-a-career-in-finance/,3.0,43,150,594,10042,2015,1506300,0.05915156343357897
1247394,Cryptocurrency Trading: Complete Guide To Trading Altcoins,Paid,All Levels,2017-06-21,Business Finance,https://www.udemy.com/cryptocurrency-trading/,5.0,35,95,42,367,2017,34865,0.11444141689373297
260470,Forex Robots: Expect To Earn 175% P.A. Forex Robot Included!,Paid,All Levels,2014-12-10,Business Finance,https://www.udemy.com/backtesting/,5.5,42,200,872,10603,2014,2120600,0.0822408752239932
1214702,Three Steps Trading - Live Trading - Real Account,Paid,All Levels,2017-05-24,Business Finance,https://www.udemy.com/three-steps-trading-live-trading-real-account/,5.0,46,190,11,1197,2017,227430,0.009189640768588136
848664,Option Trading for Rookies:  Understand Options Completely,Paid,All Levels,2016-10-08,Business Finance,https://www.udemy.com/complete-course-introduction-to-option-trading/,2.0,62,150,65,2893,2016,433950,0.02246802627030764
1142570,How I Learned Stock Trading (and How You Can Too),Paid,Expert Level,2017-02-05,Business Finance,https://www.udemy.com/best-stock-traders/,2.0,53,200,12,1580,2017,316000,0.007594936708860759
325834,Learn to Trade for Profit: Find and Trade Winning Stocks,Paid,All Levels,2014-10-24,Business Finance,https://www.udemy.com/trading-stocks-successfully-introduction-to-stock-trading/,3.0,77,95,71,10605,2014,1007475,0.006694955209806695
411168,Trading Inside Bars - Master 1 Easy Pattern To Be Successful,Paid,Intermediate Level,2015-08-03,Business Finance,https://www.udemy.com/trading-inside-bars-find-setups-today-make-money-tomorrow/,2.0,23,125,200,2996,2015,374500,0.06675567423230974
885974,Four Fundamentals of Financial Planning,Paid,All Levels,2017-02-13,Business Finance,https://www.udemy.com/four-fundamentals-of-financial-planning/,1.0,20,30,23,6219,2017,186570,0.003698343785174465
1151092,Options Trading - Calendar Spread Course for Every Trader,Paid,All Levels,2017-02-04,Business Finance,https://www.udemy.com/options-trading-calendar-spread-course-for-every-trader/,1.5,17,200,11,1113,2017,222600,0.009883198562443846
358326,Dividend Investing: Build Your Portfolio for a Better Future,Paid,Beginner Level,2015-01-23,Business Finance,https://www.udemy.com/dividend-investing/,4.0,47,60,83,8314,2015,498840,0.009983160933365407
153210,Learn Accounting. Understand Business.,Paid,Beginner Level,2014-03-27,Business Finance,https://www.udemy.com/learn-accounting-understand-business/,5.5,33,200,123,5572,2014,1114400,0.022074659009332375
834836,How to Consistently Win Trading Stocks in 30 Days or Less,Paid,Intermediate Level,2016-08-05,Business Finance,https://www.udemy.com/winningstocktrades/,1.0,15,145,169,1433,2016,207785,0.11793440334961619
1171994,A Beginner's Guide to Quantopian Futures API,Paid,Intermediate Level,2017-10-04,Business Finance,https://www.udemy.com/quantopian-futures/,1.5,11,20,6,936,2017,18720,0.00641025641025641
1239068,How to Buy Cheap Options - Options Trading Pricing Model,Paid,All Levels,2017-02-06,Business Finance,https://www.udemy.com/options-black-scholes-model/,1.0,19,200,2,658,2017,131600,0.00303951367781155
985922,Excel Crash Course: Master Excel for Financial Analysis,Paid,All Levels,2016-10-17,Business Finance,https://www.udemy.com/excel-crash-course-master-excel-for-financial-analysis/,3.5,40,105,689,8121,2016,852705,0.08484176825514099
765562,"Comprehensive Guide to Financial Markets, Investing &Trading",Paid,Beginner Level,2016-02-29,Business Finance,https://www.udemy.com/financial-markets-a-to-z-for-beginners/,9.0,79,60,600,4187,2016,251220,0.14330069262001432
165964,Stock Trading Ninja: Complete System For Trading Success,Paid,All Levels,2014-02-19,Business Finance,https://www.udemy.com/stock-trading-ninja-learn-how-to-make-money-trading-stocks/,4.5,38,155,497,9445,2014,1463975,0.05262043409211223
855172,Hedge and Mutual Fund Careers: The Complete Guide,Paid,All Levels,2016-06-20,Business Finance,https://www.udemy.com/hedge-fund-mutual-fund-careers-the-complete-guide-how-to-pick-stocks/,8.5,102,200,340,3255,2016,651000,0.10445468509984639
258232,Algorithmic Trading In Forex: Create Your First Forex Robot!,Paid,All Levels,2014-11-08,Business Finance,https://www.udemy.com/learn-mql4/,6.5,40,185,713,7941,2014,1469085,0.08978718045586198
994754,The Power Modeling Bootcamp: Advanced Excel in 10 Days,Paid,All Levels,2016-11-25,Business Finance,https://www.udemy.com/the-power-modeling-bootcamp-advanced-excel-in-10-days/,5.5,76,150,158,1680,2016,252000,0.09404761904761905
43319,Options Trading Basics (3-Course Bundle),Paid,Beginner Level,2013-02-25,Business Finance,https://www.udemy.com/learn-options-trading-courses/,11.0,45,180,985,10100,2013,1818000,0.09752475247524753
408440,How to Win 97% of Your Options Trades,Paid,All Levels,2015-09-02,Business Finance,https://www.udemy.com/how-to-win-97-percent-of-your-trades/,1.5,26,125,461,5050,2015,631250,0.09128712871287128
918688,How I Make Consistent Returns Trading Options,Paid,All Levels,2016-05-10,Business Finance,https://www.udemy.com/how-i-make-15-per-month-trading-options/,3.5,26,200,162,2310,2016,462000,0.07012987012987013
308694,"Forex Strategies: Kelly Criterion, Larry Williams and more!",Paid,All Levels,2015-02-19,Business Finance,https://www.udemy.com/money-management/,3.0,32,185,506,5528,2015,1022680,0.09153400868306802
199450,"Elite Trend Trader: Learn To Trade Stocks, Options & Forex",Paid,All Levels,2014-04-16,Business Finance,https://www.udemy.com/elite-trend-trader-how-to-make-a-fortune-trading-the-trend/,5.0,28,125,237,6451,2014,806375,0.03673849015656487
401784,Options Trading Introduction: Day Trade Stock Options,Paid,Beginner Level,2015-02-20,Business Finance,https://www.udemy.com/how-to-trade-stock-options-level-1-start-day-trading/,2.5,30,95,218,12394,2015,1177430,0.01758915604324673
1122792,The Almost Perfect Options Trading Strategy System - Unique,Paid,All Levels,2017-03-03,Business Finance,https://www.udemy.com/the-almost-perfect-options-trading-strategy-system-unique/,1.0,15,200,18,1793,2017,358600,0.010039040713887339
709500,Forex Trading -  Learn to Trade Forex Like the Banks,Paid,All Levels,2016-03-30,Business Finance,https://www.udemy.com/forex-trading-learn-the-same-strategies-used-by-banks/,1.0,23,20,240,3223,2016,64460,0.07446478436239529
285638,Learn to Trade for Profit:Trading with Japanese Candlesticks,Paid,Beginner Level,2014-01-09,Business Finance,https://www.udemy.com/introduction-to-japanese-candlesticks/,3.0,45,60,273,16385,2014,983100,0.016661580714067745
1135126,The Most Powerful Options Spread Trading Front Ratio Spread,Paid,All Levels,2017-08-03,Business Finance,https://www.udemy.com/the-most-powerful-options-spread-trading-front-ratio-spread/,2.0,18,200,16,1487,2017,297400,0.010759919300605245
834558,What Finance Job is for You? Explanation of 14 Finance Roles,Paid,All Levels,2016-03-05,Business Finance,https://www.udemy.com/what-finance-job-is-for-you-explanation-of-14-financial-analyst-roles/,4.0,60,200,232,2951,2016,590200,0.07861741782446628
551968,The Blueprint for Successful Stock Trading,Paid,All Levels,2015-08-13,Business Finance,https://www.udemy.com/stock-market-millionaire-blueprint/,1.0,15,120,331,2697,2015,323640,0.12272895810159437
1005658,Trading for Beginners - Intermediate Level,Paid,Beginner Level,2016-08-11,Business Finance,https://www.udemy.com/trading-for-beginners-tier-2/,5.0,39,150,40,3979,2016,596850,0.010052777079668259
746432,Start Trading Stocks Using Technical Analysis!,Paid,All Levels,2016-03-02,Business Finance,https://www.udemy.com/professional-stock-trader/,4.0,45,25,244,3190,2016,79750,0.07648902821316614
1057242,Learn How to Set Up an Incubator Hedge Fund - Step-by-Step,Paid,Expert Level,2017-01-18,Business Finance,https://www.udemy.com/hedge-fund-startup/,1.5,54,200,71,1406,2017,281200,0.050497866287339974
284118,VPS for Forex Trading - Protect Your Forex Robots,Paid,All Levels,2014-09-18,Business Finance,https://www.udemy.com/forex-vps/,2.0,24,160,225,4252,2014,680320,0.05291627469426152
302562,Introduction to Accounting: The Language of Business,Paid,Beginner Level,2014-02-10,Business Finance,https://www.udemy.com/learnaccountingforfree/,11.5,134,20,370,11958,2014,239160,0.03094162903495568
596598,Basic Excel for Basic Bookkeeping and Accounting,Paid,Beginner Level,2015-09-09,Business Finance,https://www.udemy.com/basic-excel-for-basic-bookkeeping/,1.5,33,95,340,7743,2015,735585,0.04391062895518533
860890,"Using 'The Greeks To Understand Options""",Paid,All Levels,2016-07-13,Business Finance,https://www.udemy.com/options-greeks/,1.0,5,50,55,2134,2016,106700,0.02577319587628866
951050,Trading Options For Consistent Returns: Calendar Spreads,Paid,All Levels,2016-06-10,Business Finance,https://www.udemy.com/trading-options-for-consistent-returns-calendar-spreads/,1.5,20,200,69,1214,2016,242800,0.05683690280065898
796450,How to Create Your Personal Budget,Paid,All Levels,2016-03-21,Business Finance,https://www.udemy.com/personal-budget/,1.0,10,20,53,3870,2016,77400,0.013695090439276485
502772,The Complete Value Investing Course: A Proven Approach,Paid,All Levels,2015-06-16,Business Finance,https://www.udemy.com/value-investing-essential-guide-to-picking-stocks/,4.5,49,200,212,2146,2015,429200,0.09878844361602983
1102462,FOREX Trading with Price Action,Paid,Beginner Level,2017-03-14,Business Finance,https://www.udemy.com/forex-trading-system/,1.0,19,195,57,484,2017,94380,0.11776859504132231
1062092,Emini ES Futures - Advanced Non Directional Options Trading,Paid,All Levels,2017-11-01,Business Finance,https://www.udemy.com/emini-es-futures-advanced-non-directional-options-trading/,1.5,14,200,15,1057,2017,211400,0.014191106906338695
891484,Forex Trading - Advanced Fundamental Analysis,Paid,Intermediate Level,2016-06-30,Business Finance,https://www.udemy.com/forex-trading-advanced-fundamental-analysis/,2.5,49,20,100,1754,2016,35080,0.05701254275940707
1217064,How To Invest With Tiny Capital In Stocks ?,Paid,Beginner Level,2017-05-23,Business Finance,https://www.udemy.com/howtoinvest5k/,1.1,6,20,5,1239,2017,24780,0.004035512510088781
382204,Learn How To Successfully Trade Stocks: In 5 Simple Steps,Paid,All Levels,2015-01-31,Business Finance,https://www.udemy.com/learn-how-to-successfully-trade-stocks-in-5-simple-steps/,9.5,108,95,276,2493,2015,236835,0.11070998796630566
308696,Forex MetaTrader 4: Master MT4 Like A Pro Forex Trader,Paid,Beginner Level,2015-10-28,Business Finance,https://www.udemy.com/metatrader4/,5.0,57,150,402,2602,2015,390300,0.15449654112221367
474928,Intermediate Options trading concepts for Stocks and Options,Paid,All Levels,2015-04-13,Business Finance,https://www.udemy.com/intermediate-options-trading-concepts-for-stocks-and-options-traders/,1.0,9,40,30,2000,2015,80000,0.015
1148774,Options Trading 101: The Basics,Free,Beginner Level,2017-03-23,Business Finance,https://www.udemy.com/options-trading-101-the-basics/,0.55,11,0,66,1514,2017,0,0.043593130779392336
959144,Practical Accounts APP Overview,Paid,Intermediate Level,2016-04-10,Business Finance,https://www.udemy.com/practical-accounts-app-overview/,3.0,14,20,1,1361,2016,27220,0.0007347538574577516
1233350,Bitcoin Profits for Beginners,Paid,Beginner Level,2017-09-06,Business Finance,https://www.udemy.com/bitcoin-profits-for-beginners/,1.5,30,100,18,61,2017,6100,0.29508196721311475
572744,Trend Traders Club: How To Find And Trade Fast Moving Trends,Paid,All Levels,2015-04-08,Business Finance,https://www.udemy.com/how-to-find-and-trade-profitable-fast-moving-trends/,5.5,60,75,31,1513,2015,113475,0.020489094514210177
724062,Financial Statements Basics,Paid,Beginner Level,2016-01-14,Business Finance,https://www.udemy.com/financial-statements-basics/,2.0,9,20,19,1374,2016,27480,0.013828238719068414
474212,High performance Stock Trading using key Options techniques,Paid,All Levels,2015-12-04,Business Finance,https://www.udemy.com/high-performance-stock-trading-using-options-trading-techniques/,1.5,6,40,15,2103,2015,84120,0.007132667617689016
771276,Introduction to Financial Statement Analysis,Paid,Beginner Level,2016-03-21,Business Finance,https://www.udemy.com/introduction-to-financial-statement-analysis/,1.5,25,20,25,1480,2016,29600,0.016891891891891893
388164,Basics of Economics (College Level),Paid,All Levels,2015-08-01,Business Finance,https://www.udemy.com/economics-for-accounting-and-finance-professionals/,1.5,20,25,12,2516,2015,62900,0.0047694753577106515
133536,Stock Market Investing for Beginners,Free,Beginner Level,2013-12-25,Business Finance,https://www.udemy.com/the-beginners-guide-to-the-stock-market/,1.5,15,0,2698,50855,2013,0,0.05305279716842002
655300,Accounting for Beginners : Learn Basics in under 1 Hour,Paid,Beginner Level,2015-03-12,Business Finance,https://www.udemy.com/accounting-for-beginners-how-to-do-accounting-super-easily/,1.5,20,50,13,1971,2015,98550,0.006595636732623034
949504,Straddle Options Trading - Profit in Any Market Direction,Paid,All Levels,2016-03-10,Business Finance,https://www.udemy.com/straddle-options-trading-profit-in-any-market-direction/,1.0,19,200,9,837,2016,167400,0.010752688172043012
265960,Fundamentals of Forex Trading,Free,All Levels,2014-08-29,Business Finance,https://www.udemy.com/fundamentals-of-forex-trading/,1.0,23,0,620,17160,2014,0,0.03613053613053613
680044,"Binary Options: Trading Strategies, 90% Accuracy and Signals",Paid,Beginner Level,2015-12-14,Business Finance,https://www.udemy.com/learn-trading-binary-options-from-scratch-and-3-strategies/,1.0,24,195,38,1723,2015,335985,0.022054556006964595
923616,Website Investing 101 - Buying & Selling Online Businesses,Free,All Levels,2016-05-08,Business Finance,https://www.udemy.com/cash-flow-website-investing-buy-sell-online-businesses-digital-assets/,2.0,51,0,151,6811,2016,0,0.022170019086771398
741898,Practical Accounts & Bookkeeping Automated Overview,Paid,All Levels,2016-01-28,Business Finance,https://www.udemy.com/practical-accounts-bookkeeping-automated-overview/,4.5,30,20,17,2060,2016,41200,0.00825242718446602
381330,Live Account - ETF Trading System - Hacking The Stock Market,Paid,All Levels,2014-12-30,Business Finance,https://www.udemy.com/cracked-wall-street-hacked-the-stock-market-top-secret/,5.0,16,150,19,2318,2014,347700,0.00819672131147541
545918,Stock Market Leverage: How to Start Trading Options Wisely,Paid,Beginner Level,2015-07-27,Business Finance,https://www.udemy.com/stock-market-tips-how-to-successfully-trade-options/,1.5,13,95,14,2153,2015,204535,0.006502554575011612
191854,Stock Market Foundations,Free,Beginner Level,2014-03-31,Business Finance,https://www.udemy.com/how-to-invest-in-the-stock-market-beginners/,2.0,9,0,794,19339,2014,0,0.041056931589017014
471546,Crash Course on Working Capital Management,Paid,All Levels,2015-04-16,Business Finance,https://www.udemy.com/crash-course-on-working-capital-management/,1.0,8,20,8,3177,2015,63540,0.0025180988353792886
866584,Advanced Accounting A Complete Study for CA / CMA / CFA / CS,Paid,All Levels,2016-03-06,Business Finance,https://www.udemy.com/branch-accounts-a-complete-analysis/,62.0,462,150,16,1535,2016,230250,0.010423452768729642
889824,61% Profit In 1 Month - Crush Your Forex Trading Paradigm,Paid,All Levels,2016-07-18,Business Finance,https://www.udemy.com/61-profit-in-1-month-shattering-your-trading-paradigm/,1.5,25,20,29,1027,2016,20540,0.028237585199610515
1191504,How to create a routine Trading,Paid,All Levels,2017-01-05,Business Finance,https://www.udemy.com/how-to-create-a-trading-routine/,0.133333333,5,25,8,307,2017,7675,0.026058631921824105
585752,"Forex Trading Secrets |MT4 Robot (EA) inside, no coding",Paid,All Levels,2015-08-24,Business Finance,https://www.udemy.com/forex-trading-robot-forex-trading/,1.08,29,150,48,2096,2015,314400,0.022900763358778626
671578,Forex SOS Course: Trading Tweaks And Working Forex Strategy,Paid,Beginner Level,2015-11-18,Business Finance,https://www.udemy.com/forex-sos-course/,2.5,59,50,48,1315,2015,65750,0.03650190114068441
151668,Introduction to Financial Modeling,Free,Intermediate Level,2014-05-27,Business Finance,https://www.udemy.com/financial-modeling-asimplemodel/,1.5,8,0,1463,29167,2014,0,0.05015942674940858
1105344,Quantitative Aptitude for Banking & Competitive Examinations,Paid,All Levels,2017-09-02,Business Finance,https://www.udemy.com/quantitative-aptitude-for-competitive-examinations-part-i/,3.0,42,50,1,1056,2017,52800,0.000946969696969697
44836,Option Spreads and Credit Spreads Bundle,Paid,Expert Level,2013-05-03,Business Finance,https://www.udemy.com/option-spreads-and-credit-spreads-bundle/,4.5,24,180,194,2212,2013,398160,0.08770343580470162
840300,B Com Accountancy I (Paper ECO 02 IGNOU),Paid,All Levels,2016-05-05,Business Finance,https://www.udemy.com/accounts-from-incomplete-records/,31.5,284,50,6,2946,2016,147300,0.002036659877800407
1100054,FOREX TRADING - Learn in a quick + profitable way + support,Paid,All Levels,2017-02-20,Business Finance,https://www.udemy.com/forex-the-only-simple-trading-your-ever-need-bank-trading/,3.5,47,100,48,271,2017,27100,0.17712177121771217
421054,Auditing Basics (Professional Course Level),Paid,All Levels,2015-02-13,Business Finance,https://www.udemy.com/basics-of-auditing/,2.5,35,25,10,3771,2015,94275,0.0026518164942985947
528784,Stock market Investing Encyclopedia: How to invest in stocks,Paid,Intermediate Level,2015-10-11,Business Finance,https://www.udemy.com/stockmarket/,3.0,39,200,11,3143,2015,628600,0.0034998409163219855
637430,Learn the basics of preparing accounting statements,Paid,Intermediate Level,2015-10-13,Business Finance,https://www.udemy.com/basics-of-financial-accounting/,0.55,20,20,30,1951,2015,39020,0.015376729882111738
236080,Elliott Wave -Forex Trading With The Elliott Wave Theory,Paid,Expert Level,2016-12-15,Business Finance,https://www.udemy.com/forex-trading-with-the-elliot-wave-theory/,1.0,14,90,35,4022,2016,361980,0.00870213823968175
777444,Corporate Finance - A Brief Introduction,Free,Beginner Level,2016-03-03,Business Finance,https://www.udemy.com/finance-a-brief-introduction-and-basics-finance-101/,1.5,17,0,649,11724,2016,0,0.05535653360627772
474238,Excel functions to analyze and visualize data,Paid,Intermediate Level,2015-04-20,Business Finance,https://www.udemy.com/basic-excel-functions-to-analyze-large-data/,2.0,16,20,54,2283,2015,45660,0.023653088042049936
1245244,Building Financial Statements in Excel,Paid,Beginner Level,2017-06-29,Business Finance,https://www.udemy.com/guide-to-building-financial-statements/,1.0,18,35,1,1181,2017,41335,0.000846740050804403
1051570,Transfer Pricing A Complete Analysis,Paid,All Levels,2016-12-28,Business Finance,https://www.udemy.com/transfer-pricing-a-complete-analysis/,2.5,14,50,3,1852,2016,92600,0.0016198704103671706
